company_name,employee size ,industry,country,city,department,designation,email,Name,phone_number,phone-2,phone-3
Winet,25,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194215935,,
Winet,25,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194215936,,
Support,43,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194215947,,
Winet,49,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216068,,
Winet,58,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194216084,,
Support,67,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194216168,,
Winet,76,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216229,,
Winet,85,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194216257,,
Support,94,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194216309,,
Winet,103,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216323,,
Winet,112,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194216357,,
Support,121,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194216479,,
Winet,130,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216520,,
Winet,139,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194216526,,
Support,148,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194216677,,
Winet,157,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216693,,
Winet,166,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194216751,,
Support,175,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194216780,,
Winet,184,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194216911,,
Winet,193,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217046,,
Support,202,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217120,,
Winet,211,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217180,,
Winet,220,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217263,,
Support,229,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217285,,
Winet,238,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217300,,
Winet,247,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217302,,
Support,256,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217365,,
Winet,265,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217383,,
Winet,274,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217395,,
Support,283,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217467,,
Winet,292,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217514,,
Winet,301,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217557,,
Support,310,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217612,,
Winet,319,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217660,,
Winet,328,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217700,,
Support,337,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194217824,,
Winet,346,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194217848,,
Winet,355,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194217873,,
Support,364,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218003,,
Winet,373,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218008,,
Winet,382,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218207,,
Support,391,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218349,,
Winet,400,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218360,,
Winet,409,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218422,,
Support,418,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218463,,
Winet,427,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218569,,
Winet,436,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218627,,
Support,445,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218649,,
Winet,454,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218722,,
Winet,463,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218741,,
Support,472,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218844,,
Winet,481,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218848,,
Winet,490,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218856,,
Support,499,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194218919,,
Winet,508,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194218963,,
Winet,517,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194218996,,
Support,526,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194219098,,
Winet,535,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194219255,,
Winet,544,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194219267,,
Support,553,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194219320,,
Winet,562,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194219422,,
Winet,571,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194219448,,
Support,580,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194219450,,
Winet,589,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194219539,,
Winet,598,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194219592,,
Support,607,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194219648,,
Winet,616,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194219750,,
Winet,625,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194219856,,
Support,634,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194220041,,
Winet,643,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194220061,,
Winet,652,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194220183,,
Support,661,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194220190,,
Winet,670,IT,India,Noida,support,Delhi,abc@gmail.com,winet,16194220265,,
Winet,679,IT,India,Noida,account,Delhi,abcd@gmail.com,winet,16194220285,,
Support,688,IT,India,Noida,account,Delhi,abck@gmail.com,winet,16194220325,,
